id,sent,user_id,parent_id,created_at,rank
11,ネットのブックマークは勿論、パスワードなどまで共有できて、とても良いです,39,,2015-06-15 10:02:53,0.27202700249621981
16,PCから取り込むだけでなくスマホでメモしたのをPCで読むことができるのも魅力ですよね,6,11,2015-06-15 10:39:32,0.26521287715905539
23,思いついたらスマホを取り出すだけでアイデアを残せるのは便利,1,16,2015-06-15 11:19:57,0.25839953726393677
227,iTunesなどのソフトと連携して写真や音楽などを簡単にPCに取り込めるところが便利だと,2,11,2015-11-24 11:16:18,0.500000003948048
