id,sent,user_id,parent_id,created_at
156,また、そろそろ議論の最終的な結論を見据えて、吟味していきましょう,1,,2015-06-16 13:52:11
156,他に、ご意見はありませんか,1,,2015-06-16 13:52:11
156,議論で、スマホが普及した理由として、・親和性が高いから・まわりが使い始めたから・企業戦略の賜物・使いたい機能が増えたから・ガラケーではスペック不足だから・ミドルウェアの統一性に開発が容易になったから・親和性が高いから・誰でもアプリの開発者になり、利用者にもなれるから・感覚で利用できるからと意見が出ています,1,,2015-06-16 13:52:11
214,fafa,2,156,2015-11-17 15:03:39
