id,sent,user_id,parent_id,created_at
64,そもそもの基本性能はどうだろう記憶容量、通信速度等専門的になりすぎて難しいかも知れないがどうだろうか,21,,2015-06-15 13:23:09
69,ガラケー時代と比べると、スペックは格段に良くなっていますね,1,64,2015-06-15 13:41:27
69,昔はガラケーに1GB程度の記憶容量があるだけで驚いたものです,1,64,2015-06-15 13:41:27
