id,sent,user_id,parent_id,created_at
11,やはり親和性に便利さを感じます,39,,2015-06-15 10:02:53
11,スマホの便利な所と機能がありますか,39,,2015-06-15 10:02:53
16,PCから取り込むだけでなくスマホでメモしたのをPCで読むことができるのも魅力ですよね,6,11,2015-06-15 10:39:32
23,思いついたらスマホを取り出すだけでアイデアを残せるのは便利,1,16,2015-06-15 11:19:57
227,iTunesなどのソフトと連携して写真や音楽などを簡単にPCに取り込めるところが便利だと,2,11,2015-11-24 11:16:18
