id,sent,user_id,parent_id,created_at
133,日本ではキャリア毎に開発環境の統一を図っていましたが、キャリア間のプラットフォームには違いがあります,12,,2015-06-15 22:39:48
133,ガラケーの時代は各メーカーでミドルウェアが異なりました,12,,2015-06-15 22:39:48
155,OSの統一は確かに大きいかも,1,133,2015-06-16 13:39:03
155,面でも昔はアプリ開発も難しかっただろうし、何よりユーザが開発者になると発想が生まれなかった感じはありますね,1,133,2015-06-16 13:39:03
