id,sent,user_id,parent_id,created_at
98,腰痛持ちにはありがたい一品です,26,,2015-06-15 20:44:15
98,スマホの漢字書けなくなりました,26,,2015-06-15 20:44:15
98,昔は、あっちに行ったり、こっちに行ったりしてそれぞれを使っていたけど、今は、動かずして全部掌で間に合う,26,,2015-06-15 20:44:15
152,スマホのフリック入力の方が速く打てる人もいるようですね,17,144,2015-06-16 13:26:36
