id,sent,user_id,parent_id,created_at
177,また、本日は議論最終日です,1,,2015-06-17 10:45:39
177,ここからは、新しい意見を出すと議論の最終的な結論を出すべく、吟味していきましょう,1,,2015-06-17 10:45:39
177,議論で、スマホが普及した理由として、・親和性が高いから・まわりが使い始めたから・企業戦略の賜物・使いたい機能が増えたから・ガラケーではスペック不足だから・ミドルウェアの統一性に開発が容易になったから・SNSとの親和性が高いから・誰でもアプリの開発者になり、利用者にもなれるから・感覚で利用できるから・SNSの発達・「供給が需要に繋がる」の連鎖と意見が出ています,1,,2015-06-17 10:45:39
211,fa,2,177,2015-10-29 14:48:15
