id,sent,user_id,parent_id,created_at
8,テストです,1,,2015-06-12 23:28:41
265,反対,2,264,2015-12-03 23:53:17
266,賛成,2,265,2015-12-03 23:53:34
269,goodgoodgood!!,2,264,2015-12-04 14:09:06
