id,sent,user_id,parent_id,created_at
43,私がよく使うのは、StudyPlusなどです,1,,2015-06-15 11:58:28
43,あなたがスマホでよく使うアプリ、おすすめのアプリは何ですか,1,,2015-06-15 11:58:28
50,lineなどはよく使います,18,43,2015-06-15 12:07:40
53,カメラなどが多いです,20,43,2015-06-15 12:15:06
55,誰もが使っているわけではない様なアプリで、よく使うものはありませんか,1,43,2015-06-15 12:22:31
55,マップや、コミュニケーションツールと使用が多いようですね,1,43,2015-06-15 12:22:31
59,よく使うのはおすすめは良く使ってるのはsoundhoundカラオケ番号検索ゲームアプリが5～6個入ってます,21,43,2015-06-15 12:44:59
