id,sent,user_id,parent_id,created_at
100,私は、見た目がカッコいい、近未来的だったからではないかと思います,41,,2015-06-15 20:47:37
110,流行るためには、実用性・利便性も大事ですが、確かに見た目のデザインも重要だと近未来的、と言えば、Galaxyedgeは何気にかっこいいなぁと,35,100,2015-06-15 21:04:41
173,スマホの流行のきっかけはiPhoneではないでしょうか,34,100,2015-06-16 22:53:20
173,普及したのはやはり、広く認知され、流行してから売り出されたiPhoneの影響を無視はできないと,34,100,2015-06-16 22:53:20
174,iPodTouchの流行は、確かにスマホの普及の基盤になっていそうですね,1,173,2015-06-16 23:54:50
