id,sent,user_id,parent_id,created_at
6,スマホが普及したのは、やはり「スマホが便利だから」と理由が大きいと,1,,2015-06-11 11:09:10
7,連絡先やメモ帳の同期はパスワード管理まで共有してくれるなんて、とても便利だと,39,6,2015-06-11 11:12:57
