id,sent,user_id,parent_id,created_at
114,あと、周りが使ってるのをみて面白そうだと,41,,2015-06-15 21:14:18
132,使っていたガラケーが壊れて、機種変を強いられたので、ついでにiPhone4に変えてみたと感じだったような気がします,1,114,2015-06-15 22:38:15
170,ガラケーの契約期間と、スマホの新作モデル発売が丁度良かったので、換えました,35,114,2015-06-16 22:22:18
