id,sent,user_id,parent_id,created_at
115,Bluetoothなどの通信インフラが低コストで利用できる環境になったことが大きいと,23,,2015-06-15 21:17:59
127,デバイス自体の性能向上に考えていましたが、まわりの環境が追いついて初めて使い物になるとものですね,1,115,2015-06-15 22:27:40
